species_scientific_name,species_common_name,taxonomic_group,family,latitude,longitude,country,state_province,event_date,year,month,data_source,observation_type,occurrence_id,india_role,migration_season,location_type,seasonal_density,priority_group,iucn_red_list_status
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,25.1480283333,75.754495,India,Coastal India / Marine,2024-01-01,2024.0,1.0,iNaturalist,Scientific Record,329149506,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,28.4631791782,76.8867275304,India,Coastal India / Marine,2025-11-28,2025.0,11.0,iNaturalist,Scientific Record,329037735,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.8820363455,73.7036534026,India,Coastal India / Marine,2025-11-30,2025.0,11.0,iNaturalist,Scientific Record,328875850,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,23.1723392,80.0164621,India,Coastal India / Marine,2025-11-22,2025.0,11.0,iNaturalist,Scientific Record,328728032,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,23.1723392,80.0164621,India,Coastal India / Marine,2025-11-29,2025.0,11.0,iNaturalist,Scientific Record,328721916,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,29.796758998,75.0316700712,India,Coastal India / Marine,2025-11-18,2025.0,11.0,iNaturalist,Scientific Record,328221451,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,17.4858842727,78.5227792715,India,Coastal India / Marine,2025-11-24,2025.0,11.0,iNaturalist,Scientific Record,327991845,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,23.4064569,79.9136731,India,Coastal India / Marine,2025-11-23,2025.0,11.0,iNaturalist,Scientific Record,327975302,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,30.7758,76.7623133333,India,Coastal India / Marine,2025-11-22,2025.0,11.0,iNaturalist,Scientific Record,327598854,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,10.2391069382,77.4977453426,India,Tamil Nadu / Kerala,2025-11-17,2025.0,11.0,iNaturalist,Scientific Record,327209878,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,28.5951488667,77.1782489667,India,Coastal India / Marine,2025-11-17,2025.0,11.0,iNaturalist,Scientific Record,326937196,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,18.259666977,74.7908449387,India,Coastal India / Marine,2025-10-26,2025.0,10.0,iNaturalist,Scientific Record,326618425,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,22.4086283333,77.93467,India,Coastal India / Marine,2025-11-14,2025.0,11.0,iNaturalist,Scientific Record,326557528,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,12.9827533604,77.3623646368,India,Tamil Nadu / Kerala,2025-10-26,2025.0,10.0,iNaturalist,Scientific Record,326495945,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,27.3104291255,76.4389165118,India,Coastal India / Marine,2025-11-14,2025.0,11.0,iNaturalist,Scientific Record,326431466,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,17.6454791944,75.8867416111,India,Coastal India / Marine,2025-11-14,2025.0,11.0,iNaturalist,Scientific Record,326414685,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,25.4133138864,81.8465278298,India,Coastal India / Marine,2023-10-22,2023.0,10.0,iNaturalist,Scientific Record,326307137,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,20.0325641389,73.7583846944,India,Coastal India / Marine,2025-11-09,2025.0,11.0,iNaturalist,Scientific Record,325882223,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,23.4064569,79.9136731,India,Coastal India / Marine,2025-11-10,2025.0,11.0,iNaturalist,Scientific Record,325880908,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,23.4064569,79.9136731,India,Coastal India / Marine,2025-11-10,2025.0,11.0,iNaturalist,Scientific Record,325880888,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,26.8550448,75.8328201,India,Coastal India / Marine,2025-10-25,2025.0,10.0,iNaturalist,Scientific Record,325855374,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,17.7294048303,83.2212843481,India,Coastal India / Marine,2025-11-09,2025.0,11.0,iNaturalist,Scientific Record,325684967,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,19.3454644,79.4826255,India,Coastal India / Marine,2025-10-25,2025.0,10.0,iNaturalist,Scientific Record,325670100,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,23.5403244,87.650714,India,Coastal India / Marine,2011-03-28,2011.0,3.0,iNaturalist,Scientific Record,325470098,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.5383223997,70.5032821,India,Coastal India / Marine,2025-11-05,2025.0,11.0,iNaturalist,Scientific Record,325192474,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,17.6446559229,75.8846202493,India,Coastal India / Marine,2025-01-17,2025.0,1.0,iNaturalist,Scientific Record,325060033,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,19.2109783333,80.2054866667,India,Coastal India / Marine,2025-10-18,2025.0,10.0,iNaturalist,Scientific Record,324333118,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,18.8379116667,79.9979016667,India,Coastal India / Marine,2025-10-16,2025.0,10.0,iNaturalist,Scientific Record,324193931,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,20.6186351169,79.8587405257,India,Coastal India / Marine,2025-10-31,2025.0,10.0,iNaturalist,Scientific Record,324164618,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.536647428,70.5034008622,India,Coastal India / Marine,2025-10-24,2025.0,10.0,iNaturalist,Scientific Record,324116276,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,26.241,77.391,India,Coastal India / Marine,2020-02-12,2020.0,2.0,iNaturalist,Scientific Record,323141698,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,20.8830524542,78.5543399011,India,Coastal India / Marine,2015-10-30,2015.0,10.0,iNaturalist,Scientific Record,322931543,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,28.1648047,97.047458,India,Coastal India / Marine,2024-04-08,2024.0,4.0,iNaturalist,Scientific Record,322691785,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,19.9630487705,73.7219286337,India,Maharashtra (Coastal),2025-10-19,2025.0,10.0,iNaturalist,Scientific Record,322553588,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,19.9630487705,73.7219286337,India,Maharashtra (Coastal),2025-10-23,2025.0,10.0,iNaturalist,Scientific Record,322552653,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.5144157656,69.7343304008,India,Coastal India / Marine,2025-10-19,2025.0,10.0,iNaturalist,Scientific Record,322538050,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,34.1816927581,77.5924599873,India,Ladakh / J&K,2025-08-16,2025.0,8.0,iNaturalist,Scientific Record,322382221,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,32.7872236996,78.9659905341,India,Coastal India / Marine,2025-08-20,2025.0,8.0,iNaturalist,Scientific Record,322370539,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,25.0107721548,85.5145589635,India,Coastal India / Marine,2025-10-19,2025.0,10.0,iNaturalist,Scientific Record,322077250,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,19.91410301,78.5368116572,India,Coastal India / Marine,2025-10-16,2025.0,10.0,iNaturalist,Scientific Record,321866434,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,33.8074932973,78.5911600574,India,Coastal India / Marine,2025-08-20,2025.0,8.0,iNaturalist,Scientific Record,321619459,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.0257929944,75.5633367452,India,Coastal India / Marine,2025-10-09,2025.0,10.0,iNaturalist,Scientific Record,321423503,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.040982405,75.5707569184,India,Coastal India / Marine,2025-10-08,2025.0,10.0,iNaturalist,Scientific Record,321418516,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.0251550834,75.5723591795,India,Coastal India / Marine,2025-10-08,2025.0,10.0,iNaturalist,Scientific Record,321412364,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,10.2836798491,77.3867166741,India,Tamil Nadu / Kerala,2025-10-11,2025.0,10.0,iNaturalist,Scientific Record,321229223,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,23.1413378392,79.8875424005,India,Coastal India / Marine,2025-10-16,2025.0,10.0,iNaturalist,Scientific Record,321195785,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,24.6315548394,72.7511729904,India,Coastal India / Marine,2018-02-16,2018.0,2.0,iNaturalist,Scientific Record,320639419,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,28.4784497037,76.9280402899,India,Coastal India / Marine,2018-02-02,2018.0,2.0,iNaturalist,Scientific Record,320151966,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,20.0222279668,73.6904093251,India,Coastal India / Marine,2025-10-10,2025.0,10.0,iNaturalist,Scientific Record,320107921,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,28.3624705,77.0443276,India,Coastal India / Marine,2025-04-18,2025.0,4.0,iNaturalist,Scientific Record,319979387,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,34.1522388333,77.5763133333,India,Ladakh / J&K,2025-09-16,2025.0,9.0,iNaturalist,Scientific Record,319909615,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,34.0549,77.5359533333,India,Ladakh / J&K,2025-09-17,2025.0,9.0,iNaturalist,Scientific Record,319909455,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,32.790305,79.0009638883,India,Coastal India / Marine,2025-09-20,2025.0,9.0,iNaturalist,Scientific Record,319909203,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,32.790305,79.0009638883,India,Coastal India / Marine,2025-09-20,2025.0,9.0,iNaturalist,Scientific Record,319908706,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,32.790305,79.0009638883,India,Coastal India / Marine,2025-09-20,2025.0,9.0,iNaturalist,Scientific Record,319908396,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,32.7856566667,78.9691016667,India,Coastal India / Marine,2025-09-21,2025.0,9.0,iNaturalist,Scientific Record,319908368,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,32.79292,78.9708366667,India,Coastal India / Marine,2025-09-21,2025.0,9.0,iNaturalist,Scientific Record,319907650,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,32.792795,78.971245,India,Coastal India / Marine,2025-09-21,2025.0,9.0,iNaturalist,Scientific Record,319907629,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,33.3608783333,78.3231616667,India,Coastal India / Marine,2025-09-23,2025.0,9.0,iNaturalist,Scientific Record,319906979,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,33.3610883333,78.3231033333,India,Coastal India / Marine,2025-09-23,2025.0,9.0,iNaturalist,Scientific Record,319906967,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,33.8296125305,78.5237989909,India,Coastal India / Marine,2025-10-03,2025.0,10.0,iNaturalist,Scientific Record,319095473,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,28.4633886332,76.8915132221,India,Coastal India / Marine,2025-10-04,2025.0,10.0,iNaturalist,Scientific Record,318638195,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,19.3675038122,79.4524218454,India,Coastal India / Marine,2025-09-29,2025.0,9.0,iNaturalist,Scientific Record,318615900,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.8820363455,73.7036534026,India,Coastal India / Marine,2025-10-04,2025.0,10.0,iNaturalist,Scientific Record,318598865,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,19.1012813336,78.3585366234,India,Coastal India / Marine,2025-10-02,2025.0,10.0,iNaturalist,Scientific Record,318188861,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,28.4612563764,76.8903688341,India,Coastal India / Marine,2025-10-01,2025.0,10.0,iNaturalist,Scientific Record,318176235,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,28.4612567,76.890369,India,Coastal India / Marine,2024-10-19,2024.0,10.0,iNaturalist,Scientific Record,317947392,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,28.4612567,76.890369,India,Coastal India / Marine,2024-10-19,2024.0,10.0,iNaturalist,Scientific Record,317940718,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,33.8811023472,77.4441027255,India,Ladakh / J&K,2025-09-09,2025.0,9.0,iNaturalist,Scientific Record,316378173,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,34.0413868499,77.3726751877,India,Ladakh / J&K,2025-09-07,2025.0,9.0,iNaturalist,Scientific Record,316364696,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,26.3025597198,73.0166840181,India,Coastal India / Marine,2025-09-24,2025.0,9.0,iNaturalist,Scientific Record,316234459,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,22.5765403219,78.1438341737,India,Coastal India / Marine,2015-10-31,2015.0,10.0,iNaturalist,Scientific Record,316010430,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,22.5765403219,78.1438341737,India,Coastal India / Marine,2015-10-31,2015.0,10.0,iNaturalist,Scientific Record,316010060,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,26.3058538529,73.025467582,India,Coastal India / Marine,2025-09-14,2025.0,9.0,iNaturalist,Scientific Record,314532051,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,27.308612562,76.4440665413,India,Coastal India / Marine,2016-10-11,2016.0,10.0,iNaturalist,Scientific Record,314507368,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,18.278745408,74.7594546852,India,Coastal India / Marine,2025-09-07,2025.0,9.0,iNaturalist,Scientific Record,314064470,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.258903506,81.6187155763,India,Coastal India / Marine,2019-11-20,2019.0,11.0,iNaturalist,Scientific Record,313910482,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.258903506,81.6187155763,India,Coastal India / Marine,2019-10-11,2019.0,10.0,iNaturalist,Scientific Record,313900724,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.2191578,81.6976434,India,Coastal India / Marine,2018-11-18,2018.0,11.0,iNaturalist,Scientific Record,313624092,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,34.255802636,77.8679963853,India,Ladakh / J&K,2025-08-17,2025.0,8.0,iNaturalist,Scientific Record,313555428,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,26.304121761,73.0250282322,India,Coastal India / Marine,2018-02-07,2018.0,2.0,iNaturalist,Scientific Record,312747646,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,27.1655460623,77.5245715229,India,Coastal India / Marine,2018-02-10,2018.0,2.0,iNaturalist,Scientific Record,312606005,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,32.787721348,78.9642380085,India,Coastal India / Marine,2025-08-21,2025.0,8.0,iNaturalist,Scientific Record,311889754,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,34.5844361111,77.4686305556,India,Ladakh / J&K,2025-09-04,2025.0,9.0,iNaturalist,Scientific Record,311846540,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,25.1473544842,85.4499666765,India,Coastal India / Marine,2018-02-17,2018.0,2.0,iNaturalist,Scientific Record,311641303,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,28.4085044419,80.5760172658,India,Coastal India / Marine,2018-10-02,2018.0,10.0,iNaturalist,Scientific Record,310698222,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,23.4819459439,77.3917909829,India,Coastal India / Marine,2022-09-27,2022.0,9.0,iNaturalist,Scientific Record,309628622,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,20.6821703,81.1692374,India,Coastal India / Marine,2019-02-18,2019.0,2.0,iNaturalist,Scientific Record,309032481,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.258903506,81.6187155763,India,Coastal India / Marine,2019-02-15,2019.0,2.0,iNaturalist,Scientific Record,309026252,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,30.4206411654,77.7871287662,India,Coastal India / Marine,2024-02-07,2024.0,2.0,iNaturalist,Scientific Record,308700861,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.6647254,81.09036,India,Coastal India / Marine,2018-12-02,2018.0,12.0,iNaturalist,Scientific Record,308468884,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,27.2151863,77.5029996,India,Coastal India / Marine,2018-01-11,2018.0,1.0,iNaturalist,Scientific Record,308223692,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,20.2717885,79.3875706,India,Coastal India / Marine,2017-11-06,2017.0,11.0,iNaturalist,Scientific Record,308162977,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,20.5806789,81.4416324,India,Coastal India / Marine,2017-12-19,2017.0,12.0,iNaturalist,Scientific Record,308157095,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,34.5791090697,77.4985319615,India,Ladakh / J&K,2025-08-03,2025.0,8.0,iNaturalist,Scientific Record,304693501,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,34.5771303386,77.4975019933,India,Ladakh / J&K,2025-08-03,2025.0,8.0,iNaturalist,Scientific Record,304693500,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,34.5759996139,77.497845316,India,Ladakh / J&K,2025-08-03,2025.0,8.0,iNaturalist,Scientific Record,304693497,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,34.2834880675,76.773197552,India,Ladakh / J&K,2025-08-01,2025.0,8.0,iNaturalist,Scientific Record,304690220,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,34.283382633,75.9609843283,India,Ladakh / J&K,2025-07-31,2025.0,7.0,iNaturalist,Scientific Record,304689944,Passage Migrant,Monsoon/Breeding,Terrestrial,High,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,34.1981753905,77.3317183047,India,Ladakh / J&K,2025-07-30,2025.0,7.0,iNaturalist,Scientific Record,304689528,Passage Migrant,Monsoon/Breeding,Terrestrial,High,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,19.2557890427,73.6271293089,India,Maharashtra (Coastal),2020-12-04,2020.0,12.0,iNaturalist,Scientific Record,304179590,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,21.0842848,70.7944414,India,Coastal India / Marine,2024-12-22,2024.0,12.0,iNaturalist,Scientific Record,303828735,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,24.3526778439,92.3448139429,India,Coastal India / Marine,2025-03-23,2025.0,3.0,iNaturalist,Scientific Record,302823283,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,24.6210791596,73.7953282893,India,Coastal India / Marine,2023-03-31,2023.0,3.0,iNaturalist,Scientific Record,298020669,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Phoenicurus ochruros,Black Redstart,Aves,Checklist Verified,28.3884989218,80.4080997035,India,Coastal India / Marine,2023-12-18,2023.0,12.0,iNaturalist,Scientific Record,297874038,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
