grid_id,lon,lat,obs_density,species_richness,threat_mean,migration_ratio
2_3,-8.460405894850599,6.3830285851265245,0.0,0.0,0.0,0.0
2_4,-8.460405894850599,6.82919950317672,0.0,0.0,0.0,0.0
2_5,-8.4604058948506,7.274954724176191,0.0,0.0,0.0,0.0
2_6,-8.460405894850599,7.720267682034175,0.0,0.0,0.0,0.0
2_7,-8.460405894850599,8.165111943919818,0.0,0.0,0.0,0.0
2_8,-8.460405894850599,8.609461217879371,0.0,0.0,0.0,0.0
2_9,-8.460405894850599,9.05328936035111,0.0,0.0,0.0,0.0
2_10,-8.4604058948506,9.496570383572957,0.0,0.0,0.0,0.0
2_11,-8.460405894850597,9.939278462877956,0.0,0.0,0.0,0.0
2_12,-8.460405894850599,10.38138794387276,0.0,0.0,0.0,0.0
2_13,-8.4604058948506,10.82287334949463,0.0,0.0,0.0,0.0
2_14,-8.460405894850599,11.263709386942466,0.0,0.0,0.0,0.0
2_15,-8.460405894850599,11.70387095447755,0.0,0.0,0.0,0.0
2_16,-8.460405894850599,12.143333148090038,0.0,0.0,0.0,0.0
2_17,-8.460405894850599,12.582071268027068,0.0,0.0,0.0,0.0
2_18,-8.460405894850597,13.020060825178932,0.0,0.0,0.0,0.0
2_19,-8.460405894850599,13.457277547319572,0.0,0.0,0.0,0.0
2_20,-8.460405894850597,13.893697385198116,0.0,0.0,0.0,0.0
2_21,-8.460405894850599,14.329296518478154,0.0,0.0,0.0,0.0
2_22,-8.460405894850599,14.76405136152182,0.0,0.0,0.0,0.0
2_23,-8.460405894850599,15.197938569015752,0.0,0.0,0.0,0.0
2_24,-8.460405894850599,15.630935041436377,0.0,0.0,0.0,0.0
2_25,-8.460405894850599,16.063017930351986,0.0,0.0,0.0,0.0
2_26,-8.460405894850599,16.494164643559408,0.0,0.0,0.0,0.0
2_27,-8.460405894850599,16.92435285005315,0.0,0.0,0.0,0.0
2_28,-8.460405894850597,17.353560484825216,0.0,0.0,0.0,0.0
2_29,-8.460405894850599,17.781765753493815,0.0,0.0,0.0,0.0
2_30,-8.460405894850599,18.20894713675958,0.0,0.0,0.0,0.0
2_31,-8.460405894850597,18.63508339468794,0.0,0.0,0.0,0.0
2_32,-8.460405894850597,19.06015357081654,0.0,0.0,0.0,0.0
2_33,-8.4604058948506,19.484136996086807,0.0,0.0,0.0,0.0
2_34,-8.460405894850599,19.907013292599004,1.0,1.0,3.0,0.0
2_35,-8.460405894850599,20.32876237719006,20.0,1.0,0.0,0.05
2_36,-8.460405894850599,20.74936446483403,2.0,1.0,0.0,0.0
2_37,-8.460405894850599,21.16880007186481,15.0,1.0,0.0,0.0
2_38,-8.460405894850599,21.58705001902128,2.0,2.0,3.0,0.5
2_39,-8.460405894850599,22.00409543431496,16.0,1.0,0.0,0.0
2_40,-8.460405894850599,22.419917755720505,28.0,1.0,0.0,0.03571428571428571
2_41,-8.460405894850599,22.834498733689603,3.0,2.0,0.0,0.6666666666666666
2_42,-8.460405894850599,23.247820433489046,0.0,0.0,0.0,0.0
2_43,-8.460405894850599,23.659865237363555,0.0,0.0,0.0,0.0
2_44,-8.460405894850599,24.070615846524678,0.0,0.0,0.0,0.0
2_45,-8.460405894850597,24.480055282966692,0.0,0.0,0.0,0.0
2_46,-8.460405894850599,24.88816689111084,0.0,0.0,0.0,0.0
2_47,-8.460405894850599,25.29493433927947,0.0,0.0,0.0,0.0
2_48,-8.4604058948506,25.700341621001527,0.0,0.0,0.0,0.0
2_49,-8.460405894850599,26.104373056151104,0.0,0.0,0.0,0.0
2_50,-8.460405894850599,26.50701329192104,0.0,0.0,0.0,0.0
2_51,-8.460405894850599,26.908247303633356,0.0,0.0,0.0,0.0
2_52,-8.460405894850599,27.308060395388768,0.0,0.0,0.0,0.0
