grid_id,obs_density,species_richness,migration_ratio,latitude,longitude
20_7,1,1,0.0,9.34615791751325,77.82422066222509
20_9,5,1,0.4,10.231385512182252,77.82422066222509
21_12,16,1,0.875,11.554547978511469,78.27337830428485
21_13,32,1,0.5,11.994253568227144,78.27337830428485
21_14,3,1,1.0,12.433243423364331,78.27337830428485
21_15,4,1,0.5,12.871492981781698,78.27337830428485
21_16,2,1,0.5,13.308977896137208,78.27337830428485
21_17,3,1,0.0,13.745674040031027,78.27337830428485
21_21,3,1,0.6666666666666666,15.484096447164378,78.27337830428485
21_22,3,1,0.3333333333333333,15.916494986432191,78.27337830428485
21_24,4,1,0.0,16.778483950622768,78.27337830428485
21_25,16,1,0.125,17.208029798219822,78.27337830428485
21_26,18,1,0.1666666666666666,17.63658061663447,78.27337830428485
21_28,3,1,0.3333333333333333,18.490610988853064,78.27337830428485
21_29,2,1,1.0,18.916048153171918,78.27337830428485
21_31,1,1,0.0,19.76366260418023,78.27337830428485
21_37,22,1,0.1818181818181818,22.27898995572114,78.27337830428485
21_38,18,1,0.2777777777777778,22.69399679781292,78.27337830428485
21_48,3,2,0.6666666666666666,26.77231686184259,78.27337830428485
21_49,1,1,1.0,27.172615960128685,78.27337830428485
21_5,10,3,0.9,8.458673638182125,78.27337830428485
21_51,1,1,0.0,27.968908550971424,78.27337830428485
21_53,5,2,0.8,28.75936765623235,78.27337830428485
21_56,22,1,0.2272727272727272,29.933886790328533,78.27337830428485
21_57,50,1,0.6,30.32236429516476,78.27337830428485
21_58,5,1,0.6,30.709307349603503,78.27337830428485
21_59,5,1,1.0,31.09470443671294,78.27337830428485
21_6,9,1,0.4444444444444444,8.902684943528312,78.27337830428485
21_62,17,1,0.5882352941176471,32.24150961365274,78.27337830428485
21_63,5,2,0.8,32.62061417279348,78.27337830428485
21_64,14,2,0.8571428571428571,32.99812005252553,78.27337830428485
21_65,25,2,0.56,33.37401767593068,78.27337830428485
21_66,33,2,0.7575757575757576,33.74829778436251,78.27337830428485
21_67,39,2,0.9487179487179488,34.120951435694295,78.27337830428485
21_8,2,1,0.0,9.789066678366634,78.27337830428485
22_10,9,1,0.3333333333333333,10.673088880017286,78.7225359463446
22_11,4,1,0.25,11.114151424867142,78.7225359463446
22_12,1,1,1.0,11.554547978511469,78.7225359463446
22_13,4,1,0.25,11.994253568227144,78.7225359463446
